Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Tarneit,28 Claire Wy,h,586000,S,RW,18.4,3029,4,2,2,461,-37.85162,144.66522,Western Metropolitan
South Kingsville,2/77 Vernon St,h,392250,SP,Gunn&Co,9.1,3015,2,1,2,461,-37.8331,144.8715,Western Metropolitan
Brunswick,22 Stanley St,h,1770000,S,Nelson,5.2,3056,4,2,3,461,-37.76296,144.97239,Northern Metropolitan
Ascot Vale,26 Ayr St,h,1430000,S,Nelson,5.9,3032,4,2,1,460,-37.78,144.9295,Western Metropolitan
Carnegie,63 Oakleigh Rd,h,1170000,S,hockingstuart,11.4,3163,2,1,2,460,-37.8988,145.0516,Southern Metropolitan
Reservoir,9 Frankston St,h,1040000,S,Nelson,12,3073,3,2,1,460,-37.72499,145.00038,Northern Metropolitan
Ringwood,6A Heather Gr,h,800000,S,RW,19.9,3134,3,2,1,460,-37.82536,145.22228,Eastern Metropolitan
Burnside,18 Fydler Av,h,580000,S,YPA,14.8,3023,3,2,2,460,-37.74518,144.74708,Western Metropolitan
Hawthorn,36 College St,h,2265000,S,Morrison,4.6,3122,2,1,1,460,-37.8173,145.0248,Southern Metropolitan
Hawthorn,7 Brook St,h,2000000,S,Nelson,4.6,3122,3,2,1,460,-37.8155,145.019,Southern Metropolitan
Kew,2/17 Marshall Av,h,1950000,S,Marshall,5.4,3101,3,2,2,460,-37.80646,145.04651,Southern Metropolitan
Malvern East,49 Tennyson St,h,1800000,PI,Jellis,8.4,3145,3,2,1,460,-37.87241,145.05103,Southern Metropolitan
Hawthorn,2 Scott St,h,1790000,S,Marshall,5.3,3122,2,2,2,460,-37.83432,145.04152,Southern Metropolitan
Brunswick,11 Denman St,h,1410000,PI,Jellis,5.2,3056,4,2,1,460,-37.7554,144.9544,Northern Metropolitan
Coburg,87 Phillips St,h,1210000,S,McDonald,6.7,3058,3,1,4,459,-37.74513,144.95458,Northern Metropolitan
St Kilda,1/23 Eildon Rd,u,1190000,S,Gary,6.1,3182,3,1,1,,-37.8623,144.9772,Southern Metropolitan
Preston,90 Murray Rd,h,799900,SP,Love,8.8,3072,2,1,2,459,-37.7397,145.0209,Northern Metropolitan
Reservoir,273 Mahoneys Rd,h,601000,S,Love,11.2,3073,3,1,2,459,-37.6917,144.9755,Northern Metropolitan
Beaconsfield,2 George St,u,537000,S,Peake,39,3807,3,1,1,,-38.04668,145.36939,Eastern Victoria
Hawthorn East,1051 Burke Rd,h,1615000,S,Jellis,7.5,3123,3,3,4,459,-37.8205,145.0585,Southern Metropolitan
Canterbury,33 Myrtle Rd,h,1587500,S,Marshall,9,3126,3,1,1,459,-37.8265,145.072,Southern Metropolitan
Brunswick,1 Denman St,h,1500000,PI,Jellis,5.2,3056,4,2,1,459,-37.7548,144.9545,Northern Metropolitan
Ascot Vale,45 Mirams St,h,1410000,PI,Nelson,5.9,3032,3,2,2,459,-37.7767,144.9124,Western Metropolitan
Moonee Ponds,13 Ophir St,h,1350000,S,Jellis,6.9,3039,2,1,1,459,-37.7589,144.9184,Western Metropolitan
Kensington,55 Epsom Rd,h,1335000,S,Rendina,4.2,3031,3,1,3,459,-37.7917,144.9251,Northern Metropolitan
Moonee Ponds,74 Vine St,h,1320000,S,McDonald,6.2,3039,3,1,2,459,-37.7693,144.93415,Western Metropolitan
Brunswick East,17 Roberts St,h,1220000,SP,Nelson,4,3057,2,1,1,459,-37.76695,144.98204,Northern Metropolitan
Flemington,80 Dover St,t,1017500,S,Jellis,3.4,3031,3,2,2,459,-37.78273,144.92358,Northern Metropolitan
Ivanhoe,69 Ford St,h,970000,S,Miles,7.9,3079,3,1,4,459,-37.7639,145.0377,Eastern Metropolitan
West Footscray,41 Dongola Rd,h,955000,S,Jas,6.4,3012,4,1,3,459,-37.79433,144.88001,Western Metropolitan
Coburg,38 Soudan St,h,835000,S,hockingstuart,7.8,3058,3,1,1,459,-37.7388,144.9529,Northern Metropolitan
Spotswood,13 Abbott St,h,835000,S,Williams,7.7,3015,2,1,3,458,-37.8255,144.8709,Western Metropolitan
Newport,2 Maddox Rd,h,828000,SP,Jas,8.4,3015,3,1,2,458,-37.8415,144.8698,Western Metropolitan
Sunshine,65 Devonshire Rd,h,810000,VB,GL,10.5,3020,3,1,2,458,-37.78519,144.83651,Western Metropolitan
Sunshine,5 Lorenz St,h,625000,S,Douglas,12.6,3020,3,1,1,458,-37.7813,144.8394,Western Metropolitan
Altona Meadows,96 Linden St,h,590000,PI,hockingstuart,15.5,3028,3,1,2,458,-37.87063,144.77632,Western Metropolitan
Elsternwick,16 Allison Rd,h,1975000,S,Biggin,7.2,3185,3,2,2,458,-37.88148,145.00539,Southern Metropolitan
Box Hill,3 Alexander St,h,1715000,SP,Marshall,13.1,3128,3,2,2,458,-37.8257,145.1216,Eastern Metropolitan
Kew East,36 Belford Rd,h,1315000,SP,Nelson,7.5,3102,4,2,2,458,-37.7981,145.0472,Southern Metropolitan
Kew East,36 Belford Rd,h,1315000,SP,Nelson,7.5,3102,4,2,2,458,-37.7981,145.0472,Southern Metropolitan
Newport,6 Speight St,h,1280000,S,Raine,8.4,3015,4,2,1,457,-37.8427,144.879,Western Metropolitan
Balwyn North,61 Ray Dr,h,1260000,PI,hockingstuart,9.2,3104,3,2,2,457,-37.7908,145.0991,Southern Metropolitan
Williamstown,17 Station Rd,h,1085000,S,Greg,8,3016,3,1,2,457,-37.8571,144.8915,Western Metropolitan
Heidelberg Heights,3 Dougharty Rd,h,790000,S,Miles,8.8,3081,3,2,1,457,-37.73569,145.05913,Eastern Metropolitan
Footscray,8 Dudley St,h,767500,S,Sweeney,6.4,3011,3,2,0,457,-37.7942,144.8832,Western Metropolitan
Hawthorn East,36 Invermay Gr,h,2381000,S,Marshall,7.5,3123,4,2,2,457,-37.8332,145.0461,Southern Metropolitan
Toorak,20 Sargood St,t,2100000,PI,Abercromby's,4.6,3142,2,2,3,457,-37.8464,145.0142,Southern Metropolitan
Templestowe,19 Browning Dr,h,2000000,S,Barry,15.5,3106,4,2,2,457,-37.76951,145.16182,Eastern Metropolitan
Seddon,124 Albert St,h,1870000,S,Jas,5.1,3011,4,2,2,457,-37.80803,144.89601,Western Metropolitan
Williamstown,35 Chandler St,h,1400000,PI,hockingstuart,8,3016,4,2,4,456,-37.8517,144.8923,Western Metropolitan
Surrey Hills,38 Park Rd,h,1250000,PI,Jellis,11.2,3127,3,2,2,456,-37.8361,145.1078,Southern Metropolitan
Coburg,2 Franklin St,h,1008000,S,Jellis,7.8,3058,2,1,3,456,-37.7505,144.9725,Northern Metropolitan
Reservoir,9 Howard St,h,780000,S,Love,11.2,3073,3,1,2,456,-37.7199,145.0155,Northern Metropolitan
Sunshine,18 Tyler St,h,710000,S,Barry,12.6,3020,2,1,0,456,-37.7878,144.8369,Western Metropolitan
Camberwell,15 Gilbert Pde,h,1650000,SP,Marshall,7.7,3124,3,2,2,456,-37.84349,145.07367,Southern Metropolitan
Brunswick East,10 Harrison St,h,1310000,S,Nelson,4.5,3057,3,1,2,456,-37.7638,144.9804,Northern Metropolitan
Coburg North,6 Boyne St,h,1240000,S,Jellis,9.2,3058,4,2,2,455,-37.7317,144.9829,Northern Metropolitan
Yarraville,5 Highgate St,h,966000,S,JMRE,7,3013,3,2,2,455,-37.823,144.8768,Western Metropolitan
Bentleigh East,579 Warrigal Rd,h,700000,S,Thomson,13.9,3165,0,0,0,455,-37.9314,145.0808,Southern Metropolitan
Reservoir,4 Hickford St,h,655000,S,Love,11.2,3073,3,2,2,455,-37.7061,145.0308,Northern Metropolitan
Reservoir,79 Darebin Bvd,h,622500,S,Ray,11.2,3073,3,1,1,455,-37.7038,145.0281,Northern Metropolitan
Hampton,7 Wave St,h,2100000,S,Marshall,13.8,3188,3,2,1,455,-37.93739,145.00513,Southern Metropolitan
Yarraville,122 Blackwood St,h,1606000,SP,Jas,7,3013,4,2,3,455,-37.8177,144.8839,Western Metropolitan
Hughesdale,10 Bowen St,h,1570000,VB,Barry,12.3,3166,4,2,1,455,-37.9016,145.08294,Southern Metropolitan
Ivanhoe,35 Green St,h,1420000,S,Domain,7.9,3079,5,3,1,455,-37.7653,145.0392,Eastern Metropolitan
Moonee Ponds,121 Vine St,h,1302500,S,Jellis,6.9,3039,2,1,2,455,-37.7692,144.9353,Western Metropolitan
Moonee Ponds,48 Vine St,h,1200000,VB,Nelson,6.2,3039,4,1,1,454,-37.76913,144.93236,Western Metropolitan
St Kilda,2/25 Acland St,t,1077000,S,Marshall,6.1,3182,2,1,1,454,-37.8636,144.9749,Southern Metropolitan
Pascoe Vale,229 Sussex St,h,810000,VB,Nelson,9.9,3044,4,2,1,454,-37.7207,144.9511,Northern Metropolitan
Reservoir,18 Frankston St,h,644000,S,Barry,11.2,3073,2,1,2,454,-37.7246,144.9995,Northern Metropolitan
Croydon,13 Robinson St,h,637000,S,Philip,23,3136,3,1,2,454,-37.79318,145.25811,Eastern Metropolitan
Brighton,115 Dendy St,h,3180000,S,hockingstuart,11.2,3186,4,3,6,454,-37.9206,145.0051,Southern Metropolitan
Carnegie,44 Blackwood St,h,1518000,S,hockingstuart,11.4,3163,3,3,2,454,-37.8869,145.0628,Southern Metropolitan
Parkdale,46 Davey St,h,940000,S,Buxton,21.5,3195,3,2,2,454,-37.99443,145.0885,South-Eastern Metropolitan
Preston,9 Graham Ct,h,890000,S,Love,8.8,3072,3,1,2,453,-37.7346,144.9956,Northern Metropolitan
Rosanna,166 Rosanna Rd,h,620000,VB,Miles,11.4,3084,3,1,0,453,-37.7449,145.072,Eastern Metropolitan
South Morang,15 Domain Tce,h,601000,S,Ray,20.5,3752,3,2,2,453,-37.63556,145.06679,Northern Metropolitan
Werribee,15 Seine Cl,h,430000,S,YPA,14.7,3030,3,1,1,453,-37.88178,144.66125,Western Metropolitan
Fitzroy North,4/199 Barkly St,u,381000,SP,Nelson,3.6,3068,1,1,1,,-37.77869,144.98578,Northern Metropolitan
Balwyn,316 Belmore Rd,h,1750000,PI,Ascend,9.7,3103,4,3,2,453,-37.8044,145.1006,Southern Metropolitan
Glen Iris,28 Martin Rd,h,1601000,S,Marshall,9.2,3146,3,1,2,453,-37.8487,145.0592,Southern Metropolitan
Fairfield,48 Gordon St,h,1510000,S,Jellis,5.8,3078,1,1,1,453,-37.7772,145.0232,Northern Metropolitan
Coburg,51 Gordon St,h,1500000,VB,Nelson,7.8,3058,4,2,1,453,-37.7503,144.9481,Northern Metropolitan
Moonee Ponds,61 Steele St,h,1361500,S,Rendina,6.9,3039,4,1,2,453,-37.7698,144.9336,Western Metropolitan
Wantirna South,14 Riverpark Dr,h,1180000,S,Ray,14.7,3152,6,2,2,453,-37.87309,145.23078,Eastern Metropolitan
Northcote,79 Christmas St,h,1170000,S,Barry,5.5,3070,2,1,3,453,-37.7666,145.0132,Northern Metropolitan
Preston,29 Hope St,h,1050000,S,Nelson,8.8,3072,3,2,1,453,-37.7388,144.9844,Northern Metropolitan
Brunswick,17 Sutherland St,h,1015000,S,Nelson,5.2,3056,2,1,0,453,-37.762,144.9547,Northern Metropolitan
Newport,153 Mason St,h,950000,S,Jas,8.4,3015,3,1,2,453,-37.8414,144.8707,Western Metropolitan
Preston,7 Hope St,h,930000,S,Barry,8.8,3072,3,1,0,452,-37.7386,144.9828,Northern Metropolitan
Gowanbrae,3 Bluebell Cr,h,900000,SP,Nelson,12.9,3043,3,2,2,452,-37.70606,144.89412,Western Metropolitan
Gowanbrae,8 Perth Ct,h,740000,SP,Nelson,13.6,3043,4,2,2,452,-37.7016,144.8974,Western Metropolitan
Gowanbrae,8 Perth Ct,h,709000,PI,Nelson,13.6,3043,4,2,2,452,-37.7016,144.8974,Western Metropolitan
Hillside,4 Whitmore Pl,h,485000,SP,Brad,18,3037,3,2,1,452,-37.68811,144.74999,Western Metropolitan
Hawthorn East,63 Victoria Rd,h,2250000,PI,RT,7.5,3123,5,2,2,452,-37.8223,145.0494,Southern Metropolitan
Preston,287 Tyler St,h,1650000,S,hockingstuart,8.8,3072,3,1,2,452,-37.7307,145.0094,Northern Metropolitan
Williamstown,4 Freyer St,h,1325000,S,hockingstuart,8,3016,3,2,1,452,-37.855,144.8905,Western Metropolitan
Footscray,7 The Crescent,h,1270000,S,Jas,6.4,3011,3,1,1,452,-37.7939,144.8936,Western Metropolitan
Ascot Vale,58 Bloomfield Rd,h,1215000,S,Stockdale,5.9,3032,3,1,1,452,-37.7762,144.9174,Western Metropolitan
Ormond,2 Wimmera St,h,1177000,S,Thomson,11.8,3204,2,1,2,452,-37.9024,145.0539,Southern Metropolitan
Coburg,38 Gordon St,h,1080000,VB,Nelson,6.7,3058,4,1,1,452,-37.75089,144.94833,Northern Metropolitan
Newport,63 Hobson St,h,1075000,SP,Raine,8.4,3015,3,1,0,452,-37.8402,144.8886,Western Metropolitan
Maribyrnong,2 Murnong St,h,1048700,SP,Brad,8.7,3032,3,2,2,452,-37.774,144.877,Western Metropolitan
Coburg,12 Gordon St,h,865000,S,Brad,7.8,3058,4,1,1,452,-37.7525,144.948,Northern Metropolitan
West Footscray,17 Braid St,h,650000,VB,Sweeney,8.2,3012,2,1,1,451,-37.804,144.8772,Western Metropolitan
Reservoir,129 Spring St,h,623500,S,Nelson,11.2,3073,2,1,0,451,-37.7271,145.0009,Northern Metropolitan
Tarneit,4 Welford St,h,560000,SP,Reliance,18.4,3029,4,2,2,451,-37.83851,144.6887,Western Metropolitan
Hoppers Crossing,9 Matthew Cl,h,525000,SP,One,18.4,3029,4,2,2,451,-37.87517,144.67094,Western Metropolitan
Meadow Heights,9 Hibiscus Cl,h,482000,S,Nelson,17.4,3048,3,2,2,451,-37.64023,144.91399,Northern Metropolitan
Hawthorn,8 Kinkora Rd,h,2010000,PI,Marshall,5.3,3122,4,3,3,451,-37.81633,145.02833,Southern Metropolitan
Caulfield South,5 Alder St,h,1460000,S,hockingstuart,9.3,3162,3,1,2,450,-37.8874,145.019,Southern Metropolitan
Yarraville,15 Freame St,h,1196000,S,Greg,7,3013,2,1,2,450,-37.8178,144.8752,Western Metropolitan
Yarraville,220 Roberts St,h,1005000,S,Jas,6.3,3013,3,1,2,450,-37.81796,144.8681,Western Metropolitan
Footscray,36 Windsor St,h,932000,S,Jas,6.4,3011,2,1,1,450,-37.8023,144.8915,Western Metropolitan
Newport,20 Bruce St,h,762000,S,Williams,8.4,3015,2,1,2,450,-37.8349,144.8714,Western Metropolitan
Brighton,15 Whyte St,h,2266000,S,Marshall,11.2,3186,3,2,2,450,-37.9243,144.9989,Southern Metropolitan
Williamstown,44 Electra St,h,2165000,SP,Greg,8,3016,4,2,2,450,-37.861,144.8985,Western Metropolitan
Northcote,29 Traill St,h,1700000,S,Nelson,5.5,3070,5,3,1,450,-37.7701,144.9886,Northern Metropolitan
Williamstown,15 Kingshott Cl,h,1500000,VB,Greg,8,3016,4,3,2,450,-37.8617,144.8786,Western Metropolitan
Hampton,29 Olive St,h,1450000,S,Buxton,13.7,3188,4,2,3,450,-37.9341,145.02,Southern Metropolitan
Ascot Vale,6 Munro St,h,1435000,S,Nelson,5.9,3032,3,1,1,450,-37.7756,144.9148,Western Metropolitan
Moonee Ponds,27 The Strand,h,1250000,S,Nelson,6.2,3039,2,1,1,450,-37.76121,144.92525,Western Metropolitan
Moonee Ponds,113 Wilson St,h,1007500,S,Considine,6.2,3039,3,1,1,449,-37.76375,144.93701,Western Metropolitan
Newport,71 Hobson St,h,988000,SP,Jas,8.4,3015,3,1,1,449,-37.84,144.887,Western Metropolitan
Bentleigh East,40 Waratah St,t,950000,PI,Buxton,13.9,3165,4,2,1,449,-37.9133,145.0837,Southern Metropolitan
Pascoe Vale,1 Dorothy St,h,802000,S,Nelson,8.5,3044,3,2,1,449,-37.71872,144.94871,Northern Metropolitan
Taylors Hill,6 Hobart Wy,h,725500,S,Barry,18,3037,5,3,2,449,-37.71152,144.75283,Western Metropolitan
Canterbury,10 Beaumont St,h,1935000,S,Jellis,8.4,3126,3,2,2,449,-37.82359,145.0693,Southern Metropolitan
Ivanhoe,47 Waterdale Rd,h,1410000,S,Barry,7.9,3079,4,2,1,449,-37.777,145.0414,Eastern Metropolitan
Moonee Ponds,184 Maribyrnong Rd,h,1375000,S,Brad,6.2,3039,3,1,1,449,-37.77106,144.91162,Western Metropolitan
Brunswick East,164 Blyth St,h,1310000,S,Jellis,4.5,3057,4,1,2,449,-37.7671,144.9762,Northern Metropolitan
Moonee Ponds,53 Moore St,h,1305000,SP,Biggin,6.2,3039,4,1,1,449,-37.77081,144.92074,Western Metropolitan
Moonee Ponds,37 Lennox St,h,1160000,S,Nelson,6.9,3039,3,1,1,448,-37.7674,144.9084,Western Metropolitan
Northcote,15 Bird Av,h,1100000,PI,Collins,5.3,3070,3,1,2,448,-37.76198,144.99087,Northern Metropolitan
Newport,102 Market St,h,1100000,VB,Williams,6.2,3015,3,2,3,448,-37.84769,144.87667,Western Metropolitan
Yarraville,260 Francis St,h,892000,S,Village,7,3013,3,1,2,448,-37.8195,144.8766,Western Metropolitan
Pascoe Vale,4 Raeburn St,h,700000,S,Nelson,9.9,3044,3,1,2,448,-37.7286,144.9456,Northern Metropolitan
Williamstown,10 Mullins Ct,h,1900000,S,hockingstuart,6.8,3016,4,2,1,448,-37.86409,144.88224,Western Metropolitan
Northcote,64 Union St,h,1860000,S,Nelson,5.5,3070,2,3,1,448,-37.7792,144.9951,Northern Metropolitan
Williamstown,4 Long St,h,1285000,S,Sweeney,6.8,3016,3,2,3,448,-37.86148,144.88303,Western Metropolitan
Yarraville,3 Freame St,h,1081000,SP,Village,7,3013,3,1,1,448,-37.8171,144.8753,Western Metropolitan
Blackburn,17 Hirst St,h,1070000,S,Jellis,13.4,3130,3,1,2,448,-37.82956,145.13868,Eastern Metropolitan
Yarraville,13 Benbow St,h,1000000,S,Jas,7,3013,3,2,1,448,-37.8228,144.8799,Western Metropolitan
Preston,39 William St,h,972500,S,Nelson,8.4,3072,3,1,1,448,-37.73443,145.00201,Northern Metropolitan
West Footscray,8 Dongola Rd,h,913000,S,hockingstuart,8.2,3012,3,1,3,448,-37.7911,144.8821,Western Metropolitan
Point Cook,15 Metcalf Wy,h,698000,S,hockingstuart,14.7,3030,4,2,2,448,-37.8914,144.72014,Western Metropolitan
Craigieburn,42 Valiant Cr,h,667500,S,LJ,20.6,3064,4,2,2,448,-37.59264,144.8985,Northern Metropolitan
Sandhurst,4 Galilee Dr,h,645000,SP,Harcourts,34.7,3977,4,2,2,448,-38.0817,145.19654,South-Eastern Metropolitan
Craigieburn,32 Viewside Cr,h,632000,S,Ray,20.6,3064,4,2,2,448,-37.57565,144.91365,Northern Metropolitan
Point Cook,23 Boathaven Rd,h,620000,S,hockingstuart,14.7,3030,4,2,2,448,-37.91269,144.73946,Western Metropolitan
Wollert,8 Yumbarra Pde,h,595000,S,Iconek,25.5,3750,4,2,2,448,-37.61337,145.03606,Northern Metropolitan
Craigieburn,36 Serenity Wy,h,592500,S,Ray,20.6,3064,4,2,2,447,-37.57635,144.91151,Northern Metropolitan
Craigieburn,328 Waterview Bvd,h,552000,S,Barry,20.6,3064,3,2,2,447,-37.57869,144.91069,Northern Metropolitan
Wollert,24 Edenvale Bvd,h,530000,SP,hockingstuart,25.5,3750,4,2,2,447,-37.61944,145.01243,Northern Metropolitan
Craigieburn,60 Northumberland Cct,h,500000,S,Stockdale,20.6,3064,3,2,2,447,-37.58242,144.93001,Northern Metropolitan
Tarneit,5 Echo Av,h,496000,S,Greg,18.4,3029,4,2,2,447,-37.84688,144.68182,Western Metropolitan
Elsternwick,393 Kooyong Rd,h,1625000,S,Biggin,8.5,3185,3,2,2,447,-37.8912,145.0138,Southern Metropolitan
Moonee Ponds,1 Athol St,h,1350000,PI,Brad,6.9,3039,4,2,2,447,-37.7704,144.9199,Western Metropolitan
Brunswick West,2 Henderson St,h,1205000,S,Raine,5.9,3055,7,3,1,447,-37.7634,144.9403,Northern Metropolitan
Thornbury,10 Speight St,h,1200000,S,Woodards,6.5,3071,3,1,1,447,-37.7622,145.0074,Northern Metropolitan
Williamstown,2/170 Cecil St,h,1000000,S,Raine,8,3016,2,1,2,446,-37.8602,144.8997,Western Metropolitan
West Footscray,27 Wellington St,h,915000,S,Jas,6.4,3012,3,1,2,446,-37.792,144.86856,Western Metropolitan
Watsonia,42 Frensham Rd,h,835000,S,Barry,14.5,3087,3,2,1,446,-37.71627,145.08526,Northern Metropolitan
Cairnlea,17 Blackwood Ct,h,750000,PI,Ray,14.8,3023,4,2,2,446,-37.75637,144.77983,Western Metropolitan
St Albans,33 Moonstone Cct,h,537000,S,YPA,14,3021,4,2,2,446,-37.75405,144.82014,Western Metropolitan
Hawthorn,16 Marian St,h,3399000,S,Marshall,5.3,3122,4,2,2,446,-37.82785,145.03816,Southern Metropolitan
South Yarra,7 Motherwell St,h,2667000,S,Kay,3.3,3141,4,3,2,446,-37.8454,144.9989,Southern Metropolitan
Camberwell,26 Oxford St,h,1622000,S,Buxton,7.7,3124,3,2,2,446,-37.84473,145.09218,Southern Metropolitan
Kew,56 Hartington St,h,1510000,PI,Marshall,5.4,3101,3,1,2,446,-37.79855,145.04493,Southern Metropolitan
Brunswick East,7 Weigall St,h,1500000,S,Jellis,4.5,3057,3,1,3,446,-37.7682,144.9835,Northern Metropolitan
Kew East,7 Cadow St,h,1500000,S,Fletchers,7.3,3102,3,2,2,446,-37.79589,145.05223,Southern Metropolitan
Yarraville,30 Freame St,h,1407000,S,Village,6.3,3013,4,2,2,446,-37.81845,144.87464,Western Metropolitan
Malvern East,414 Waverley Rd,h,1220000,S,Jellis,11.2,3145,3,1,2,446,-37.8784,145.0654,Southern Metropolitan
Maribyrnong,4 Platypus Ct,h,1150000,SP,Biggin,8.7,3032,5,3,2,446,-37.7712,144.8763,Western Metropolitan
Yarraville,129 Roberts St,h,1137500,S,hockingstuart,7,3013,2,3,4,446,-37.8146,144.8692,Western Metropolitan
Yarraville,67 Hawkhurst St,h,1115000,SP,Village,6.3,3013,3,1,2,446,-37.82004,144.87174,Western Metropolitan
Mount Waverley,11 Maureen St,h,944000,S,Jellis,14.2,3149,3,1,1,446,-37.86071,145.1278,Eastern Metropolitan
West Footscray,9/24 Dongola Rd,h,900000,S,Jas,8.2,3012,3,2,3,446,-37.7923,144.8814,Western Metropolitan
Footscray,12 Jerrold St,h,891000,S,Sweeney,5.1,3011,4,1,3,446,-37.79221,144.89076,Western Metropolitan
Sunshine,18 Benjamin St,h,860000,PI,Jas,10.5,3020,3,1,3,446,-37.79354,144.8328,Western Metropolitan
Pascoe Vale,10 Ray St,h,850000,S,Jellis,8.5,3044,3,1,3,445,-37.73366,144.94321,Northern Metropolitan
Pascoe Vale,23 Alexandra St,h,780000,S,Brad,9.9,3044,3,1,1,445,-37.7181,144.9422,Northern Metropolitan
Ringwood North,28 Through Rd,h,750000,S,Fletchers,19.9,3134,3,1,1,445,-37.7987,145.23032,Eastern Metropolitan
Yarraville,342 Francis St,h,681000,S,Sweeney,7,3013,2,1,1,445,-37.8183,144.8666,Western Metropolitan
Mitcham,27 Forster St,h,655000,S,Barry,17.2,3132,2,1,4,445,-37.81906,145.21253,Eastern Metropolitan
Fitzroy North,79 Delbridge St,h,3400000,S,Nelson,3.5,3068,3,2,1,445,-37.786,144.9864,Northern Metropolitan
Brunswick West,16 Temple St,h,2350000,VB,Collins,5.2,3055,3,2,2,445,-37.76645,144.94133,Northern Metropolitan
Essendon,13 Gordon St,h,1398000,SP,Barry,7.5,3040,3,2,1,445,-37.75621,144.93401,Western Metropolitan
Northcote,238 Victoria Rd,h,1190000,S,Nelson,5.5,3070,3,1,1,444,-37.7652,145.0123,Northern Metropolitan
Williamstown,8 Long St,h,1050000,S,Sweeney,8,3016,2,1,4,444,-37.8615,144.8827,Western Metropolitan
Yarraville,1 Highgate St,h,985500,S,Jas,7,3013,4,1,5,444,-37.8228,144.8769,Western Metropolitan
Essendon,33 Bradshaw St,h,980000,VB,Barry,8,3040,3,1,1,444,-37.7505,144.8934,Western Metropolitan
Parkdale,44 Melrose St,h,820000,S,Thomson,21.5,3195,3,2,2,444,-37.99652,145.08523,South-Eastern Metropolitan
Brunswick West,11 Henderson St,h,1500000,VB,Jellis,5.2,3055,4,2,3,444,-37.7628,144.94011,Northern Metropolitan
Canterbury,55 Warburton Rd,h,1385000,S,Jellis,9,3126,2,1,1,444,-37.826,145.0734,Southern Metropolitan
Surrey Hills,430 Whitehorse Rd,h,1050000,S,Marshall,10.2,3127,3,2,2,444,-37.81411,145.09055,Southern Metropolitan
Yarraville,17 Adeney St,h,982500,S,Village,6.3,3013,3,2,2,443,-37.81662,144.866,Western Metropolitan
Brighton,147 North Rd,t,975000,PI,Marshall,11.2,3186,2,1,1,443,-37.8993,145.0046,Southern Metropolitan
West Footscray,140 Essex St,h,912500,S,Village,8.2,3012,2,1,1,443,-37.7933,144.876,Western Metropolitan
Yarraville,280 Francis St,h,850000,S,Jas,7,3013,3,1,1,443,-37.8193,144.8753,Western Metropolitan
South Morang,15 Jenolan Wy,h,658500,S,HAR,20.5,3752,4,2,2,443,-37.63534,145.09081,Northern Metropolitan
Caulfield North,330 Balaclava Rd,h,1300000,PI,hockingstuart,8.1,3161,4,1,1,443,-37.8738,145.0349,Southern Metropolitan
Brighton East,26 Hodder St,h,1250000,SP,hockingstuart,10.7,3187,2,1,2,443,-37.9077,145.0229,Southern Metropolitan
Moonee Ponds,25 Buckley St,h,1170000,S,Re,6.9,3039,3,1,1,443,-37.7585,144.928,Western Metropolitan
Thornbury,29 Speight St,h,1000000,PI,Nelson,7,3071,2,1,2,442,-37.76219,145.00968,Northern Metropolitan
Moorabbin,11A Barbara St,h,930000,VB,McGrath,14.6,3189,4,3,2,442,-37.9371,145.0578,Southern Metropolitan
Keysborough,17 Kotiko Rd,h,930000,S,Barry,25.2,3173,3,2,2,442,-38.00009,145.16959,South-Eastern Metropolitan
Williams Landing,89 Sayers Rd,h,510000,S,Ray,17.6,3027,4,2,2,442,-37.8543,144.74437,Western Metropolitan
Prahran,2/36 Clarke St,u,482500,SP,Sotheby's,4.5,3181,2,1,1,,-37.8493,145.0006,Southern Metropolitan
South Yarra,61 Osborne St,h,2395000,S,hockingstuart,3.3,3141,3,1,2,442,-37.8432,144.9906,Southern Metropolitan
Northcote,36 Winifred St,h,1685000,S,Nelson,5.3,3070,4,1,1,442,-37.76917,144.98606,Northern Metropolitan
Brighton,45 Black St,h,1500000,S,Nick,11.2,3186,3,2,1,442,-37.9158,144.9984,Southern Metropolitan
Kew,53 Mary St,h,1410000,S,Nelson,5.6,3101,3,2,1,442,-37.8046,145.0382,Southern Metropolitan
Heathmont,5 Marden Pl,h,1165000,S,Ray,21.3,3135,4,2,2,441,-37.82507,145.24058,Eastern Metropolitan
Williamstown North,5 Nicosia Ct,h,1070000,PI,Williams,8.9,3016,3,2,5,441,-37.8538,144.8722,Western Metropolitan
Yarraville,63 Hawkhurst St,h,1050000,S,Village,7,3013,3,1,2,441,-37.8201,144.872,Western Metropolitan
Yarraville,34 Wilkins St,h,931000,S,Douglas,7,3013,3,1,1,441,-37.8182,144.8727,Western Metropolitan
West Footscray,13 Soudan Rd,h,840000,S,Brad,8.2,3012,3,1,1,441,-37.7914,144.8812,Western Metropolitan
Surrey Hills,17 Empress Rd,h,2180000,SP,Jellis,11.2,3127,3,1,2,441,-37.8204,145.0887,Southern Metropolitan
Moonee Ponds,25 Wilson St,h,1505000,S,Frank,6.9,3039,4,2,2,441,-37.7627,144.9278,Western Metropolitan
Essendon,21 Butler St,h,1325000,S,McDonald,7.5,3040,3,2,2,440,-37.74664,144.92285,Western Metropolitan
